date,return,var_forecast,exceeded
2019-12-23,0.0008657687142985537,-0.011019853630213334,0
2019-12-24,-0.0001954673024684439,-0.010369633693849052,0
2019-12-26,0.005115062410053994,-0.009823746626248363,0
2019-12-27,3.3984139657050605e-05,-0.010356687759434291,0
2019-12-30,-0.005797596079348821,-0.009816545793924387,0
2019-12-31,0.0029416906441905866,-0.010606194575128788,0
2020-01-02,0.008343895362315834,-0.010318830267083344,0
2020-01-03,-0.007084909364953873,-0.012096465219587843,0
2020-01-06,0.003527145194272663,-0.012730490296269872,0
2020-01-07,-0.002807175084594604,-0.012082586520714842,0
2020-01-08,0.004890473485641422,-0.011444702759324271,0
2020-01-09,0.006633214116906316,-0.011455570620878645,0
2020-01-10,-0.002859262487506342,-0.012083062289192373,0
2020-01-13,0.006951994045934384,-0.011444280316754048,0
2020-01-14,-0.0015156808368956831,-0.012207183302094617,0
2020-01-15,0.0018684502436876471,-0.011357756260763647,0
2020-01-16,0.008331747422232638,-0.010724266310564574,0
2020-01-17,0.0038547232474837045,-0.012330366005040803,0
2020-01-21,-0.002655500369584729,-0.01184691761615589,0
2020-01-22,0.0002890342966814785,-0.011230941442069419,0
2020-01-23,0.001140326193358021,-0.01050164721898502,0
2020-01-24,-0.00908328942619363,-0.009976984868957296,0
2020-01-27,-0.015855752356843666,-0.012255976288490627,1
2020-01-28,0.01000338350035257,-0.017703081363259092,0
2020-01-29,-0.0008672501435853519,-0.017968315641447626,0
2020-01-30,0.0031294569302104946,-0.015975042896332746,0
2020-01-31,-0.017864443571362187,-0.014566041157301878,1
2020-02-03,0.00722842576123206,-0.02023900353107649,0
2020-02-04,0.014869315917506398,-0.01888283653704563,0
2020-02-05,0.011187778658973357,-0.02108915069002489,0
2020-02-06,0.0033201550570023386,-0.02092127285542493,0
2020-02-07,-0.005415491009459927,-0.01864460644611023,0
2020-02-10,0.007299690120573743,-0.01716157497713493,0
2020-02-11,0.001687048686003223,-0.01652401492575292,0
2020-02-12,0.006441853105203066,-0.014835038762493563,0
2020-02-13,-0.0016317763599893453,-0.014483308124321333,0
2020-02-14,0.0018418360984853166,-0.013156837480060463,0
2020-02-18,-0.002924213986148061,-0.01212427733507367,0
2020-02-19,0.004694748284284955,-0.011442103922386,0
2020-02-20,-0.0038228174279968385,-0.011390781199579859,0
2020-02-21,-0.010573809232820253,-0.011125487725065714,0
2020-02-24,-0.034088079420440565,-0.01385284971159655,1
2020-02-25,-0.03074790437535313,-0.03314981712192028,0
2020-02-26,-0.0037856973235292912,-0.04008273365360473,0
2020-02-27,-0.045168136352262245,-0.034283631275071585,1
2020-02-28,-0.008272463109652683,-0.0510618535097007,0
2020-03-02,0.04501086876941329,-0.04389241741097381,0
2020-03-03,-0.02851048492291497,-0.056344609983125016,0
2020-03-04,0.04133634936063402,-0.054650330308640915,0
2020-03-05,-0.03451078243998218,-0.06040518420557702,0
2020-03-06,-0.017200943652385448,-0.060473940212158614,0
2020-03-09,-0.07901041294037192,-0.05351165630235451,1
2020-03-10,0.048215052425859106,-0.08800691561388772,0
2020-03-11,-0.05010289280860558,-0.0872832733061833,0
2020-03-12,-0.09994485240247286,-0.08775219823634284,1
2020-03-13,0.08880840694923542,-0.12176709297822899,0
2020-03-16,-0.12765219747281709,-0.13387749289756992,0
2020-03-17,0.05822631263569189,-0.16827421226662204,0
2020-03-18,-0.05322227233208032,-0.1519938062806332,0
2020-03-19,0.004696760970401392,-0.1375923342362688,0
2020-03-20,-0.04432762405336721,-0.11533146383759772,0
2020-03-23,-0.02973150100957689,-0.10584414297324335,0
2020-03-24,0.08968323251796306,-0.09320746082835543,0
2020-03-25,0.0114689904208225,-0.11763415442196619,0
2020-03-26,0.06054383107424677,-0.09936801142593638,0
2020-03-27,-0.03426784554162676,-0.10223455022043712,0
2020-03-30,0.032966590569975196,-0.09221975117123653,0
2020-03-31,-0.01614231078841577,-0.08383824340070292,0
2020-04-01,-0.04514636273278683,-0.0720453318334685,0
2020-04-02,0.02257265705696021,-0.07495690028805164,0
2020-04-03,-0.015252860825945014,-0.06681241902810459,0
2020-04-06,0.06796824414483105,-0.05801560871889654,0
2020-04-07,-0.0016043390483631015,-0.08238935793059114,0
2020-04-08,0.033489371191285144,-0.06958723473980852,0
