date,return,var_forecast,exceeded
2010-12-21,0.006011993849786457,-0.017057929167508885,0
2010-12-22,0.003373857625541987,-0.016959181758676552,0
2010-12-23,-0.0016456817776040467,-0.01649636452788111,0
2010-12-27,0.0006125096248110751,-0.0159720396393175,0
2010-12-28,0.0007710265951414996,-0.01538604769776947,0
2010-12-29,0.001008636510665184,-0.01482927857661363,0
2010-12-30,-0.0015093576964178013,-0.014290927463550098,0
2010-12-31,-0.00019080765268331135,-0.013844357809928319,0
2011-01-03,0.011251294147760937,-0.01335626976345102,0
2011-01-04,-0.0013139246526350234,-0.015240363143613033,0
2011-01-05,0.0049946760743084795,-0.014713278794240827,0
2011-01-06,-0.002125214370637174,-0.014647578616349077,0
2011-01-07,-0.0018464857690823067,-0.014188766632907504,0
2011-01-10,-0.001377275180819204,-0.013770015921477334,0
2011-01-11,0.0037182062584069087,-0.01330888818021548,0
2011-01-12,0.00896725379885055,-0.013175580511592401,0
2011-01-13,-0.0017122112404592826,-0.014371573280834413,0
2011-01-14,0.007357410347301752,-0.013929176714162723,0
2011-01-18,0.0013754642661831795,-0.014481356720419026,0
2011-01-19,-0.01016716579338528,-0.014020039184527414,0
2011-01-20,-0.001295798403834425,-0.015355973871585342,0
2011-01-21,0.0024106376042603017,-0.014833255862559689,0
2011-01-24,0.005819315234595557,-0.014401492306441152,0
2011-01-25,0.0002634277736186519,-0.014517410192129097,0
2011-01-26,0.004212024148480431,-0.01398624599507909,0
2011-01-27,0.0022417910607996916,-0.013826471742558036,0
2011-01-28,-0.018013805424183182,-0.013427484567868358,1
2011-01-31,0.007633349932881117,-0.018149651998440996,0
2011-02-01,0.016555791837834732,-0.0182472940315257,0
2011-02-02,-0.0027262302593635823,-0.02106239267792842,0
2011-02-03,0.002351432290127242,-0.020215743579703727,0
2011-02-04,0.0028801110627521,-0.01939629504130953,0
2011-02-07,0.006220782345953246,-0.018682225393040094,0
2011-02-08,0.0041760203758389736,-0.018428267603545663,0
2011-02-09,-0.002789653077800658,-0.017913014146061015,0
2011-02-10,0.000749212207498573,-0.01728107914189077,0
2011-02-11,0.005492261501887086,-0.016595234492667865,0
2011-02-14,0.0023820846440685273,-0.016410511870710586,0
2011-02-15,-0.0032401546915794555,-0.015833070437281625,0
2011-02-16,0.006237938698851586,-0.015373233297785378,0
2011-02-17,0.0030709708803797753,-0.015429091523829623,0
2011-02-18,0.0019228727220248487,-0.01503965623835033,0
2011-02-22,-0.0207422049204542,-0.01457516426963629,1
2011-02-23,-0.006130715010509213,-0.020146652883992096,0
2011-02-24,-0.000994871961243149,-0.019748506032494343,0
2011-02-25,0.010495248165325322,-0.01893746544897414,0
2011-02-28,0.005545679951232785,-0.01955721079593563,0
2011-03-01,-0.015864861791058615,-0.01913174183340663,0
2011-03-02,0.001613897889519933,-0.02129355298492257,0
2011-03-03,0.017072434579239015,-0.02042091647346198,0
